height,width,shapeArea,dubois,mosteller,avgError
1981.42128482843,775.368275287888,1.98869052170209,71.8555113796546,67.2970544083275,10.4385442761763
1962.94481602083,846.689370649922,2.08149217089367,79.4591607449671,76.1277337971361,23.4816623350025
1922.01787755361,885.600621706448,1.99511185756528,74.5554811662339,71.4234828825546,15.8563206736417
1898.46528093839,787.29897218713,1.77257134801458,59.5809318993551,55.22303469126,8.88574080109916
1856.25484846591,778.221830883226,1.8543780714318,66.6901149092569,63.8091782189345,3.57086756205664
1862.03035950393,735.274802130954,1.87931211087045,68.283153232899,65.4983242705776,6.17577579641002
1763.32199146399,722.514982881794,1.74417600497247,62.1085645376973,60.301417767228,2.84922039291649
1654.59116104298,1000.99637524486,2.20580121766062,105.863084821254,116.794762783072,76.712577463751
1521.48238133794,591.157800810525,1.3203021987782,41.2460407227083,40.2813355629842,35.2957331065932
1669.25758191966,655.071378219564,1.44694461378009,45.1526202839358,42.6606769041162,30.3069069936096
1680.80044146931,724.450259285956,1.49901645944914,48.128148023607,45.8195274200561,25.4383528224896
1650.96174251491,755.275783884787,1.49915143285331,49.0068174125545,47.2512080340896,23.6047417090127
1662.12033592963,726.165659702183,1.50059268052687,48.7714519763036,46.8170845243322,24.1360821423525
1663.99603392593,660.190455864068,1.49341567337362,48.2515894318419,46.2029473061262,25.0360819539935
1656.90717299853,604.210134174466,1.47374276360365,47.1897518895819,45.1109463593307,26.7454775802281
1653.44822401895,566.650346270158,1.4496142841195,45.7527097124095,43.5473159946077,29.1269637245896
1656.39337533478,545.753650905594,1.4016267896496,42.6976325321211,40.1090870771075,34.280381262517
1648.71165323948,567.538333738978,1.37686352019059,41.3942082487514,38.7678118094392,36.3793491601662
1653.98466849441,559.622721536407,1.3960382456703,42.4195106145316,39.8325746102891,34.7205672818884
1650.13324912961,550.922011029599,1.41067632295266,43.4148435047901,40.9849575963905,33.0160308720789
1648.35033315548,547.686910267062,1.41612023932852,43.7978952097447,41.4344217078848,32.3553040336274
1618.5557662962,566.707512789903,1.41366986048555,44.4499044012937,42.5701628106654,30.9364545936833
1642.64062039132,606.522845398128,1.4484598636614,45.9804136226555,43.9547397484514,28.6228941499152
1629.04768114156,638.95659008127,1.452743251484,46.6387001742777,44.8930643691062,27.3557424258858
1637.68925807975,637.089254520781,1.45192406992216,46.3402967315552,44.4307104105568,27.959518141181
1654.31509712324,638.817303761983,1.44933833673429,45.7113268489772,43.4889114051085,29.206160115805
1659.00488338541,636.681878459048,1.45099222677555,45.6861969949144,43.3956998973903,29.3000818315042
1653.02032786729,631.690685335319,1.43174940626554,44.6435097017313,42.3137485645777,30.9863029632468
1654.23416096495,613.703700285237,1.43564205724459,44.8536573273157,42.5316447482209,30.6465856543361
1647.86906853426,591.683862580688,1.43113618922031,44.7447129892674,42.4967826987152,30.7607177079503
1637.8877608782,582.48750515058,1.44808240506641,46.0898098576602,44.1454657926232,28.3847018648544
1639.41103007227,584.367299907542,1.4570295990287,46.6177594795596,44.7189667791934,27.5105347152754
1644.50856919009,577.421057102239,1.45031698575885,46.0460336596455,44.0020646733829,28.5332552912472
1645.8589743933,572.701430809047,1.42625322232361,44.4941749506696,42.2442670729596,31.1599666479133
1653.15554798997,585.406590868378,1.43268002908762,44.6979078627648,42.3725781486128,30.8964396735099
1670.4049813138,613.788361448648,1.48984342360394,47.8367846484537,45.643032202712,25.8096691657415
1672.79712379069,622.284177835356,1.50916865351307,49.0156515244772,46.9336194319839,23.8497849551895
1536.537395687,644.996851418864,1.43857641230856,48.4869913319035,48.4706424344128,23.0494970108601
1523.64372803088,659.222895829721,1.43152634233234,48.4192168544769,48.6073103160027,22.9948197059686
1481.88799716532,679.330543668045,1.39628501223,47.3625714007206,48.0636824377509,24.264877905975
1475.31457871339,668.331542396466,1.39781111930229,47.6776508032387,48.5542150238666,23.6255033118212
1678.74777301406,713.357731540939,1.67192407387315,59.944612010416,59.3620946989334,5.31213753226239
1761.87746552959,721.981656740983,1.74909807819446,62.5108097991725,60.7875087137903,2.1441916563787
1725.55017534908,703.104552833139,1.71668187169298,61.4829292507317,60.2744499746059,3.3671593449701
1720.22062710922,707.7978653206,1.78368959818562,66.5820111509736,66.3060484655779,5.46671398139009
1704.50679915822,679.12184056278,1.76677051799996,65.9271117799909,65.8586234132534,4.59185332797172
1707.85452272,652.826950771887,1.74989738670334,64.5471084551831,64.173094017262,2.15889085114688
1705.78467411401,657.14815349614,1.74668573863448,64.3884308321706,64.0286305439602,1.91830267946884
1722.33468401136,685.296564808624,1.80933818890775,68.4265199094495,68.4277998674465,8.614539505473
1736.00286175338,701.135776087297,1.80610484188204,67.6453546146249,67.2277727356555,7.04216456371457
1777.22456697686,682.319366071954,1.85220881728026,69.4928442899443,68.5362304975511,9.54688475198055
1770.04746285385,679.68708015193,1.844313568645,69.1810440066603,68.3208061431565,9.12845249985462
1755.0060288308,687.964901608744,1.83998703117422,69.446987585116,68.9406690640647,9.83147353109576
1734.38687186599,689.181312885177,1.82290985816363,68.9742378567131,68.8181144788926,9.35900979016323
1730.64143484917,690.618790568153,1.81959936209365,68.8726756374735,68.7775870489721,9.24624022733777
1720.93343693756,673.306108290337,1.77189773329942,65.6773669194968,65.2331386938195,3.89722667723516
1725.51259762752,664.730732842636,1.76086074712631,64.6895888799671,63.9903589105044,2.12694269085039
1706.21066645911,673.023817330213,1.76440137032154,65.6847605307228,65.5392169093434,4.1460138413224
1710.89182054908,675.53847109203,1.77361313686687,66.1908174283388,66.037804173525,4.94335047766967
1715.69831432567,677.838097844845,1.77660218371396,66.2280486852605,65.9834339946857,4.92974815868745
1706.60366217685,679.814085533446,1.77924568359454,66.7792703244668,66.8177553822198,6.02938548149732
1702.41832614302,683.269000123571,1.78395563155798,67.2983339487401,67.5168996658171,6.99621715441048
1729.30432492577,679.232424415541,1.80327586422881,67.6948161425494,67.4234643514609,7.2367305508018
1719.92283121716,670.230379120032,1.77504203137463,65.9493958766781,65.5715127107014,4.3816734820472
1717.64411925749,681.700923075668,1.79725934726816,67.7003347227758,67.6718817970934,7.43826707926131
1724.34975699094,684.030043057858,1.8073240841315,68.1944784961405,68.1127096438533,8.18030804761408
1735.27387011734,683.913322783917,1.81604903423534,68.421031086504,68.1507670217149,8.39031595890382
1723.69558211756,684.279125818886,1.80696989785184,68.193623538985,68.1253889178787,8.18969242608233
1731.66598881819,687.311456404426,1.82279099489817,69.0736049395874,68.9920885926779,9.5759472478296
1701.41376857768,683.596396048673,1.78229398505842,67.2126843465675,67.4368893092689,6.86474099669549
1728.23921809625,684.255759493945,1.8093841318648,68.1962036766053,68.0335378883064,8.11884251183464
1730.85104332732,686.088662392551,1.81569904307937,68.5694294716796,68.4170711939479,8.71944497272023
1730.11110214959,682.575060501774,1.80694682564911,67.9390160319771,67.6929802050479,7.64444145795632
1722.60880958014,680.678965702293,1.79451451619491,67.299182445427,67.0977790092837,6.66425512278624
1717.7983624138,669.152251530628,1.77036259625097,65.6832702068796,65.3030450215767,3.95739303845743
1724.59773041414,676.395412662523,1.79277801190066,67.0915344244224,66.813455508436,6.27380153401463
1685.13415955637,679.796722046445,1.76436587467321,66.5036247672477,66.9405588294837,5.90808221962813
1726.05896479,682.8770203116,1.80714040860937,68.1131032193572,67.9814330720945,8.01153673924741
1746.23258300751,686.590120563049,1.82203057611429,68.4402732451589,67.9464819380563,8.24345649461524
1694.85436439218,703.787715156923,1.76460525466088,66.1401614953305,66.3081385456789,5.11769844524557
1680.82042083733,711.347068952527,1.7126617555369,62.8238264424647,62.6895579013875,0.386202901704641
1758.83444966605,743.107895820456,1.75609203482088,63.120740256417,61.5421864580964,1.06116927419575
1677.56567631706,696.752420559054,1.69510835588198,61.6620413941769,61.3908738050801,2.33895619106585
1701.99570700818,693.927960995693,1.70953317263573,61.8157446737941,61.101473612385,2.44665215382614
1735.80868908692,692.904867287304,1.73035254552115,62.0968878783495,60.7921096324115,2.4690495946341
1855.3021847117,725.58974374611,1.87091545700792,67.9197644136566,65.2132926401715,5.66115639192701
1738.5546520408,664.105268144139,1.7013351327216,59.9368471365925,58.2632138000375,6.19042782807142
1708.14233353286,738.181554722934,1.76849580401695,65.9153423619276,65.7705620826975,4.51262257509935
1716.56024060403,688.251271887412,1.73426231201428,63.0772897136029,62.2894945629106,0.502552161497268
1696.25009310977,749.510734122806,1.69528954153975,60.9958632207728,60.2569489829218,3.76760936214714
1707.95699673897,824.541943790597,1.70683961726902,61.4060268771949,60.5131854152372,3.23872040283172
1692.21114790096,914.733906495954,1.72715488804925,63.4615274792721,63.2124288785073,0.534885998237678
1714.39338418623,961.593251554876,1.74696564673943,64.0856433333174,63.5050744308313,1.26247441599101
1745.79718497138,939.736764634469,1.78522711506804,65.7197134198327,64.7887374776113,3.57813563289206
1721.68844515655,884.781101147416,1.72643889210641,62.3232880700651,61.3175271539563,1.87236886982427
1736.30157183531,906.215038165401,1.76788842774844,64.8017968605968,63.9097170606536,2.15199517559553
1741.27957075814,905.99040388605,1.77642873598116,65.2423469800682,64.3236158222955,2.8301292082251
1741.06403721182,879.082100162634,1.74471095732923,62.9411585928679,61.6668886082373,1.10472444356727
1737.856731201,866.195618876919,1.74084853807549,62.7784378378003,61.5394137510252,1.3350384215671
1749.08153230953,855.376211654807,1.74626433730567,62.7642604755455,61.31372146796,1.52541115594799
1746.01475997174,859.522934939234,1.75039271746045,63.1721394806383,61.8401843592499,0.783869968342667
1733.12441854237,858.85885261185,1.73396845261306,62.453264318264,61.2529391995895,1.82047339852898
1759.70563885912,858.361889629494,1.75584290851702,63.0715916611941,61.4696972193438,1.15770723766839
1757.04231055988,840.778977029824,1.73258772855267,61.505046228677,59.7253477306723,3.78540161956408
1758.27484320178,837.41462134978,1.73738868637706,61.8030227367396,60.0436150290142,3.29631923352872
1755.81657410574,835.24915334019,1.74019358012135,62.089545499458,60.4159715792459,2.77339914388582
1762.85259386174,814.695307837493,1.73905221264452,61.7606338261289,59.9126383778069,3.43391094925728
1731.84138684405,656.744163733083,1.78011713094459,65.8705888786103,65.2403832773697,4.05632710792063
1679.68023798248,660.788310593971,1.73991740330694,64.8833331889385,65.1376565049041,3.19126166177983
1699.85863727373,668.629677639987,1.77266618345228,66.5493187761904,66.6868159937316,5.74296410311262
1715.2956864315,665.4620022966,1.77696403014372,66.270581112329,66.0414955072599,5.00958461872136
1720.93057476817,655.603886059938,1.76608711472443,65.2474276016457,64.7310966360528,3.15755891880829
1684.82470558776,667.800432888054,1.75800481886092,66.0370859852518,66.394881381327,5.10473600522124
1686.83582912825,670.973929167654,1.76704765910079,66.6386529869361,67.0646432021401,6.11372713418743
1696.90079135456,661.915297255222,1.75481822197346,65.3296481932986,65.311471688576,3.68342847767828
1696.71924111191,664.606206483078,1.76095530117553,65.7944378266249,65.8622040038611,4.48939827816347
1703.55725797344,662.508805848003,1.7679687027219,66.0533595159645,66.0264962074223,4.82528232014825
1691.51919084468,666.94353948848,1.76613512303675,66.3855299008411,66.6671202707021,5.59734140598665
1679.99933362321,662.152241055155,1.7448719467516,65.2409853900384,65.5536854909182,3.80529434996558
1743.13878261607,659.863362830642,1.79336042622606,66.421044276791,65.6558561159824,4.82293681966144
1740.8606847075,660.625629529187,1.7933143217504,66.5045435596568,65.7985086654841,5.0024224009055
1719.6005087785,666.78556417619,1.78323027396551,66.5717223129068,66.3066497441382,5.45902544209914
1634.39478027341,666.107652103675,1.70915004127744,64.3436826639644,65.4408181630129,3.00357208490258
1706.09459424368,671.961974894114,1.77903267018887,66.7832024566528,66.8329390970983,6.04455678869135
1711.72775655114,665.456693868116,1.77018568144256,65.9030409786214,65.683167793248,4.43349902529317
1731.79795194761,663.465225301743,1.78508370449592,66.240324297091,65.6722895283576,4.69255065511794
1760.95558811707,665.479088135866,1.81541714928145,67.3762700963125,66.409614836306,6.17927375604645
1746.81689026007,660.217637995443,1.79072905354146,66.0868235238571,65.1945660888431,4.19157905769852
1704.14100114301,655.967312730937,1.74367060916121,64.228217549886,63.8738304059484,1.66829202844004
1679.24385879703,671.103987063695,1.75618984766218,66.1198190694482,66.6096527379722,5.34085064080988
1633.84368582795,659.555849145961,1.69159717280462,63.0501171654361,63.9071970810802,0.759773211520888
1640.29129283393,665.484837459529,1.70898769664548,64.1002013249897,65.0254896097558,2.48070709106782
